,id,age,gender,afam,asian,hispanic,white,race_other,race_not_say,education,sexuality,english,tw_use,social_media_use,prolific_hours,task_fun,task_interesting,task_boring,task_repetitive,task_important,task_depressing,task_offensive,another_tweettask,another_hatetask,page_history,date_of_first_access,date_of_last_access,duration_sec,version,tw1,tw2,tw3,tw4,tw5,tw6,tw7,tw8,tw9,tw10,tw11,tw12,tw13,tw14,tw15,tw16,tw17,tw18,tw19,tw20,tw_duration_1,tw_duration_2,tw_duration_3,tw_duration_4,tw_duration_5,tw_duration_6,tw_duration_7,tw_duration_8,tw_duration_9,tw_duration_10,tw_duration_11,tw_duration_12,tw_duration_13,tw_duration_14,tw_duration_15,tw_duration_16,tw_duration_17,tw_duration_18,tw_duration_19,tw_duration_20,num_approvals,num_rejections,prolific_score,countryofbirth,currentcountryofresidence,employmentstatus,firstlanguage,nationality,studentstatus
470,564,24.0,1,0.0,1.0,0.0,0.0,0,0,4,2,1.0,1,1,10.0,0,0,0,0,1,1,1,very,somewhat,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238929,6238930,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238955,6238956,6238957,6238958",2022-04-05 12:04:44,2022-04-05 12:08:08,204,A,hate speech,neither,hate speech,neither,hate speech,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,5216.0,5387.0,6907.0,4156.0,3426.0,4921.0,5616.0,4488.0,3993.0,4034.0,5868.0,4072.0,14223.0,8507.0,3145.0,4524.0,4683.0,3431.0,4170.0,3686.0,707.0,2.0,100.0,United States,United States,Part-Time,English,United States,Yes
471,627,40.0,2,0.0,0.0,0.0,1.0,0,0,4,3,1.0,2,2,1.0,0,1,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238945,6238946,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238955,6238956,6238957,6238958",2022-04-05 12:24:25,2022-04-05 12:33:47,562,E,neither,neither,neither,neither,offensive language,neither,offensive language,offensive language,neither,offensive language,offensive language,neither,offensive language,offensive language,offensive language,neither,offensive language,offensive language,offensive language,offensive language,10037.0,9937.0,5810.0,6055.0,14056.0,18762.0,13428.0,19394.0,13361.0,11860.0,14808.0,4750.0,20912.0,16732.0,12839.0,13063.0,40418.0,13698.0,18903.0,19007.0,1639.0,2.0,100.0,United States,United States,DATA EXPIRED,English,United States,DATA EXPIRED
472,331,24.0,1,0.0,0.0,0.0,1.0,0,0,4,3,1.0,1,3,3.0,0,0,0,0,0,1,0,somewhat,somewhat,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238935,6238936,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238939,6238955,6238956,6238957,6238958",2022-04-04 16:15:37,2022-04-04 16:52:43,2225,C,offensive language,offensive language,hate speech,neither,hate speech,neither,offensive language,offensive language,offensive language,neither,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,14402.0,11948.0,7116.0,11028.0,3715.0,48836.0,11156.0,11886.0,8787.0,13612.0,242555.0,8649.0,20063.0,85087.0,4689.0,3654.0,6007.0,5233.0,6542.0,5185.0,293.0,1.0,100.0,United States,United States,Due to start a new job within the next month,English,United States,No
473,611,35.0,1,0.0,0.0,0.0,1.0,0,0,4,3,1.0,6,1,10.0,0,1,0,0,1,1,1,very,somewhat,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238940,6238941,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238955,6238956,6238957,6238958",2022-04-05 12:23:46,2022-04-05 12:31:14,448,D,hate speech,neither,hate speech,neither,hate speech,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,7992.0,10758.0,16549.0,12567.0,5481.0,40034.0,26175.0,19975.0,11097.0,11052.0,10513.0,10899.0,17932.0,9412.0,6462.0,14558.0,15019.0,6713.0,8059.0,6641.0,774.0,1.0,100.0,United States,United States,Full-Time,English,United States,No
474,589,40.0,1,0.0,0.0,0.0,1.0,0,0,5,3,1.0,3,1,15.0,0,1,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238935,6238936,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238939,6238955,6238956,6238957,6238958",2022-04-05 12:06:13,2022-04-05 12:12:10,357,C,offensive language,neither,neither,neither,hate speech,neither,hate speech,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,16349.0,20071.0,10258.0,8167.0,5652.0,12753.0,5257.0,9509.0,7613.0,9278.0,9069.0,7836.0,12777.0,7313.0,5506.0,3902.0,6347.0,4761.0,6735.0,4175.0,2122.0,9.0,99.0,United States,United States,Full-Time,English,United States,No
475,222,32.0,2,0.0,1.0,0.0,0.0,0,0,5,3,1.0,6,1,15.0,0,0,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238950,6238951,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238954,6238952,6238953,6238954,6238952,6238953,6238954,6238952,6238953,6238954,6238955,6238956,6238957,6238958",2022-04-04 16:06:49,2022-04-04 16:13:20,391,F,neither,neither,neither,neither,hate speech,neither,offensive language,offensive language,neither,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,15609.0,5697.0,34061.0,45241.0,17226.0,6937.0,9075.0,17321.0,4957.0,18678.0,10355.0,6918.0,9109.0,7204.0,15618.0,12366.0,12751.0,6571.0,8990.0,8979.0,1162.0,13.0,97.0,Vietnam,United States,DATA EXPIRED,Vietnamese,United States,DATA EXPIRED
476,410,43.0,2,0.0,0.0,0.0,1.0,0,0,3,3,1.0,2,1,100.0,0,0,0,1,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238932,6238933,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238955,6238956,6238957,6238958",2022-04-05 10:08:27,2022-04-05 10:21:37,790,B,,neither,hate speech,neither,hate speech,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,76742.0,17554.0,52188.0,17946.0,17692.0,79240.0,7092.0,20379.0,13312.0,11076.0,4677.0,18286.0,23531.0,16996.0,11969.0,7642.0,15002.0,22443.0,7132.0,4583.0,1798.0,0.0,100.0,United States,United States,DATA EXPIRED,English,United States,No
477,595,26.0,1,0.0,0.0,0.0,1.0,0,0,2,1,1.0,5,1,15.0,1,1,0,0,1,1,1,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238940,6238941,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238955,6238956,6238957,6238958",2022-04-05 12:08:40,2022-04-05 12:13:08,268,D,hate speech,neither,hate speech,neither,offensive language,hate speech,hate speech,hate speech,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,5043.0,13041.0,3113.0,7951.0,7184.0,7237.0,3309.0,6261.0,13238.0,8193.0,6138.0,5442.0,12254.0,5848.0,5827.0,9334.0,4403.0,17213.0,4683.0,3380.0,1594.0,11.0,98.0,United States,United States,Full-Time,English,United States,No
478,236,38.0,1,0.0,0.0,0.0,1.0,0,0,5,3,1.0,3,1,20.0,0,1,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238945,6238946,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238955,6238956,6238957,6238958",2022-04-04 16:06:33,2022-04-04 16:14:44,491,E,hate speech,neither,hate speech,neither,hate speech,neither,hate speech,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,61995.0,7929.0,9329.0,6632.0,9050.0,21033.0,13446.0,8745.0,9157.0,16959.0,9117.0,9119.0,11052.0,15053.0,10900.0,10916.0,14023.0,8748.0,8610.0,7981.0,1448.0,3.0,100.0,United States,United States,DATA EXPIRED,English,United States,DATA EXPIRED
479,1010,29.0,1,0.0,0.0,0.0,1.0,0,0,4,3,0.0,6,1,30.0,0,0,0,0,1,0,0,very,very,"6248798,6248799,6248800,6248801,6248802,6248803,6248804,6248805,6248806,6248807,6248808,6248809,6248810,6248811,6248812,6248813,6248835,6248836,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248839,6248840,6248841,6248842,6248843",2022-04-06 17:14:48,2022-04-06 17:26:29,701,F,neither,neither,neither,neither,neither,neither,offensive language,offensive language,offensive language,neither,neither,offensive language,,neither,neither,neither,hate speech,hate speech,offensive language,hate speech,13672.0,10182.0,21080.0,11055.0,10358.0,10778.0,29535.0,27969.0,20130.0,21140.0,13777.0,11885.0,24035.0,9599.0,20889.0,8048.0,105105.0,14064.0,34369.0,20937.0,109.0,0.0,100.0,Belarus,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Russian,Belarus,No
480,103,32.0,1,0.0,1.0,0.0,0.0,0,0,4,3,1.0,3,1,20.0,0,0,0,0,0,1,1,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238945,6238946,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238947,6238948,6238949,6238955,6238956,6238957,6238958",2022-04-04 13:34:12,2022-04-04 13:43:57,585,E,hate speech,neither,hate speech,neither,offensive language,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,18482.0,11710.0,18543.0,7474.0,11112.0,31764.0,7387.0,146812.0,15301.0,8558.0,7812.0,5931.0,10127.0,8103.0,6895.0,7521.0,9505.0,5335.0,8079.0,5503.0,561.0,3.0,100.0,Philippines,United States,Part-Time,Tagalog-Filipino,Philippines,No
481,147,44.0,2,0.0,1.0,0.0,0.0,0,0,4,3,1.0,2,2,30.0,0,1,0,0,0,0,0,very,,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238935,6238936,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238939,6238937,6238938,6238939,6238955,6238956,6238957,6238958",2022-04-04 16:03:13,2022-04-04 16:12:44,571,C,neither,neither,neither,neither,offensive language,hate speech,neither,offensive language,neither,neither,neither,offensive language,neither,hate speech,hate speech,neither,hate speech,hate speech,offensive language,hate speech,20681.0,11828.0,9477.0,7554.0,10898.0,15215.0,8784.0,12505.0,8798.0,8784.0,10743.0,10549.0,15237.0,5718.0,7090.0,201879.0,3804.0,10560.0,15956.0,5449.0,1870.0,2.0,100.0,United States,United States,Unemployed (and job seeking),English,United States,No
482,894,51.0,2,0.0,0.0,0.0,1.0,0,0,4,3,1.0,2,1,10.0,0,1,0,0,0,1,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238929,6238930,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238955,6238956,6238957,6238958",2022-04-05 16:17:29,2022-04-05 16:25:56,507,A,hate speech,neither,neither,neither,hate speech,hate speech,hate speech,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,11003.0,8351.0,10769.0,5638.0,62734.0,11535.0,8241.0,11258.0,6250.0,6853.0,4890.0,7101.0,10957.0,14865.0,7633.0,5054.0,8126.0,4783.0,5658.0,29312.0,1757.0,6.0,100.0,United States,United States,Full-Time,English,United States,No
483,111,33.0,2,0.0,0.0,0.0,1.0,0,0,4,3,1.0,1,1,15.0,1,1,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238935,6238936,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238939,6238955,6238956,6238957,6238958",2022-04-04 13:42:02,2022-04-04 13:50:23,501,C,offensive language,neither,neither,neither,hate speech,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,34237.0,23925.0,43730.0,11760.0,7023.0,64932.0,8708.0,11036.0,16519.0,12108.0,9787.0,7286.0,19069.0,9128.0,6794.0,14751.0,8169.0,6294.0,4942.0,5546.0,573.0,0.0,100.0,United States,United States,Full-Time,English,United States,No
484,529,33.0,2,0.0,0.0,1.0,0.0,0,0,4,3,1.0,1,1,5.0,1,0,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238935,6238936,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238955,6238956,6238957,6238958",2022-04-05 12:03:58,2022-04-05 12:12:01,483,C,neither,neither,hate speech,neither,hate speech,neither,hate speech,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,9549.0,7731.0,5618.0,6624.0,3434.0,16427.0,2830.0,8417.0,9365.0,7355.0,6523.0,5714.0,12268.0,14658.0,4315.0,7631.0,5939.0,4319.0,6796.0,2954.0,933.0,8.0,98.0,United States,United States,DATA EXPIRED,English,United States,No
485,749,46.0,1,1.0,0.0,0.0,0.0,0,0,5,3,1.0,6,1,10.0,0,1,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238945,6238946,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238955,6238956,6238957,6238958",2022-04-05 12:46:42,2022-04-05 13:28:55,2533,E,neither,neither,hate speech,neither,neither,neither,offensive language,neither,offensive language,neither,neither,offensive language,neither,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,33143.0,13872.0,83931.0,120488.0,10775.0,77739.0,15933.0,12242.0,26599.0,20847.0,10245.0,41029.0,157276.0,12740.0,17302.0,13913.0,16875.0,26498.0,110445.0,39293.0,1485.0,12.0,98.0,United States,United States,Full-Time,English,United States,No
486,892,60.0,2,0.0,0.0,0.0,1.0,0,0,6,2,1.0,1,2,60.0,0,1,0,0,0,1,1,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238940,6238941,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238955,6238956,6238957,6238958",2022-04-05 16:17:38,2022-04-05 16:29:43,725,D,offensive language,neither,neither,neither,offensive language,offensive language,hate speech,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,37528.0,15032.0,41324.0,40778.0,16011.0,26885.0,15822.0,16687.0,25912.0,32472.0,9238.0,12674.0,25082.0,16026.0,5573.0,14442.0,9733.0,7199.0,10080.0,6536.0,1628.0,3.0,100.0,United States,United States,Part-Time,English,United States,No
487,915,61.0,1,0.0,0.0,0.0,1.0,0,0,4,3,1.0,6,5,15.0,0,1,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238950,6238951,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238954,6238952,6238953,6238954,6238952,6238953,6238954,6238952,6238953,6238954,6238952,6238953,6238954,6238952,6238953,6238954,6238955,6238956,6238957,6238958",2022-04-05 16:30:48,2022-04-05 16:39:40,532,F,hate speech,neither,hate speech,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,25189.0,13297.0,20238.0,9106.0,9238.0,22475.0,25629.0,10093.0,10711.0,21805.0,9685.0,12134.0,12005.0,15828.0,14088.0,15498.0,15791.0,11275.0,19225.0,13110.0,1693.0,11.0,99.0,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,No
488,426,28.0,1,0.0,0.0,1.0,1.0,0,0,3,4,1.0,6,2,5.0,0,0,1,1,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238945,6238946,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238955,6238956,6238957,6238958",2022-04-05 10:09:17,2022-04-05 10:18:24,547,E,neither,neither,neither,neither,neither,neither,offensive language,offensive language,neither,neither,offensive language,offensive language,offensive language,neither,hate speech,hate speech,neither,hate speech,hate speech,neither,11672.0,42535.0,13918.0,23229.0,12697.0,11610.0,13902.0,21414.0,16182.0,36888.0,9415.0,11225.0,25053.0,15992.0,10717.0,17055.0,15224.0,13505.0,29179.0,10874.0,457.0,6.0,96.0,United States,United States,Other,English,United States,No
489,56,85.0,2,0.0,0.0,0.0,1.0,0,0,5,3,0.0,2,1,20.0,0,1,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238932,6238933,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238955,6238956,6238957,6238958",2022-03-29 16:05:47,2022-03-29 16:15:32,585,B,hate speech,neither,neither,neither,neither,hate speech,offensive language,hate speech,neither,offensive language,hate speech,offensive language,offensive language,neither,hate speech,neither,hate speech,offensive language,offensive language,hate speech,18770.0,20807.0,32305.0,8144.0,6995.0,21702.0,8339.0,24392.0,30724.0,17247.0,8264.0,5863.0,14536.0,14360.0,11079.0,5835.0,9310.0,8546.0,11364.0,17330.0,160.0,0.0,100.0,Ukraine,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Russian,Ukraine,No
490,229,41.0,1,1.0,0.0,0.0,0.0,0,0,4,3,1.0,2,1,20.0,0,1,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238950,6238951,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238954,6238955,6238956,6238957,6238958",2022-04-04 16:06:14,2022-04-04 16:14:05,471,F,offensive language,neither,neither,neither,neither,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,16056.0,11111.0,6103.0,8688.0,7216.0,14752.0,18572.0,59461.0,25965.0,14808.0,8735.0,8279.0,21789.0,19785.0,12914.0,29899.0,13924.0,8422.0,11077.0,7294.0,1860.0,6.0,100.0,United States,United States,Part-Time,English,United States,No
491,715,37.0,2,0.0,0.0,0.0,1.0,0,0,5,3,1.0,6,1,20.0,0,1,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238929,6238930,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238955,6238956,6238957,6238958",2022-04-05 12:44:48,2022-04-05 12:48:54,246,A,neither,neither,hate speech,neither,offensive language,hate speech,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,18997.0,10433.0,9142.0,4268.0,4304.0,10169.0,6779.0,5046.0,3981.0,6434.0,6800.0,2912.0,5620.0,6074.0,3092.0,6011.0,5320.0,5150.0,6035.0,4153.0,2010.0,0.0,100.0,United States,United States,DATA EXPIRED,English,United States,DATA EXPIRED
492,469,28.0,2,0.0,0.0,0.0,1.0,0,0,4,1,1.0,1,1,40.0,0,1,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238945,6238946,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238955,6238956,6238957,6238958",2022-04-05 10:14:24,2022-04-05 10:29:00,876,E,offensive language,neither,neither,neither,hate speech,neither,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,45904.0,31250.0,22129.0,10548.0,55469.0,18545.0,19404.0,26387.0,26581.0,15389.0,9307.0,15148.0,31581.0,18108.0,16335.0,13450.0,13866.0,12139.0,18261.0,14493.0,1038.0,1.0,100.0,United States,United States,DATA EXPIRED,English,United States,DATA EXPIRED
493,338,44.0,3,0.0,0.0,0.0,1.0,0,0,2,2,1.0,3,1,10.0,0,1,0,0,1,1,1,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238940,6238941,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238944,6238955,6238956,6238957,6238958",2022-04-04 16:15:54,2022-04-04 16:23:27,453,D,hate speech,neither,hate speech,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,11799.0,13294.0,7254.0,10761.0,14904.0,24616.0,12222.0,16041.0,10228.0,14865.0,7684.0,11315.0,21790.0,10203.0,6352.0,4493.0,10562.0,4055.0,9251.0,5578.0,1587.0,8.0,99.0,United States,United States,Other,English,United States,No
